index,index, AverageDriveForce (lbs), Cadence (stokes/min), DriveLength (meters), DriveTime (ms), ElapsedTime (sec), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), lapIdx,TimeStamp (sec), DragFactor, AverageBoatSpeed (m/s), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
1996,1996,106.1,19.0,1.48,790.0,998.46,144.0,1665.6,161.2,191.33246788,122.3,13.12,2220.0,1,1464704620.46,0.0,4.088307440719542,471.956142,717.053064,1.0,4.0,321,604.2077933052632,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6625.100000000009,0.0,0.0,191.33246788,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1997,1997,106.1,19.0,1.48,790.0,999.33,144.0,1669.1,161.2,191.33246788,122.3,13.12,2220.0,1,1464704621.33,0.0,4.088307440719542,471.956142,717.053064,1.0,4.0,321,604.2077933052632,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6628.600000000009,0.0,0.0,191.33246788,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1998,1998,106.1,19.0,1.48,790.0,999.73,144.0,1670.5,161.2,191.33246788,122.3,13.12,2220.0,1,1464704621.73,0.0,4.088307440719542,471.956142,717.053064,1.0,4.0,321,604.2077933052632,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6630.000000000008,0.0,0.0,191.33246788,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
1999,1999,106.1,19.0,1.48,790.0,1000.15,144.0,1671.9,161.2,191.33246788,122.3,13.12,2260.0,1,1464704622.15,0.0,4.088307440719542,471.956142,717.053064,1.0,4.0,322,604.2077933052632,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6631.400000000008,0.0,0.0,191.33246788,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2000,2000,106.1,19.0,1.48,790.0,1000.61,144.0,1673.8,161.2,191.33246788,122.3,13.12,2260.0,1,1464704622.61,0.0,4.088307440719542,471.956142,717.053064,1.0,4.0,322,604.2077933052632,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6633.3000000000075,0.0,0.0,191.33246788,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2001,2001,108.8,18.0,1.51,810.0,1001.02,144.0,1675.8,173.5,187.16986231,123.2,13.27,2260.0,1,1464704623.02,0.0,4.058441558441558,483.966336,771.76617,1.0,4.0,322,623.8995410333333,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6635.3000000000075,0.0,0.0,187.16986231,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2002,2002,108.8,18.0,1.51,810.0,1001.79,144.0,1679.2,173.5,187.16986231,123.2,13.27,2260.0,1,1464704623.79,0.0,4.058441558441558,483.966336,771.76617,1.0,4.0,322,623.8995410333333,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6638.700000000007,0.0,0.0,187.16986231,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2003,2003,108.8,18.0,1.51,810.0,1002.18,144.0,1680.8,173.5,187.16986231,123.2,13.27,2260.0,1,1464704624.18,0.0,4.058441558441558,483.966336,771.76617,1.0,4.0,322,623.8995410333333,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6640.3000000000075,0.0,0.0,187.16986231,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2004,2004,108.8,18.0,1.51,810.0,1002.58,144.0,1682.3,173.5,187.16986231,123.2,13.27,2260.0,1,1464704624.58,0.0,4.058441558441558,483.966336,771.76617,1.0,4.0,322,623.8995410333333,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6641.8000000000075,0.0,0.0,187.16986231,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2005,2005,108.8,18.0,1.51,810.0,1003.02,144.0,1683.9,173.5,187.16986231,123.2,13.27,2260.0,1,1464704625.02,0.0,4.058441558441558,483.966336,771.76617,1.0,4.0,322,623.8995410333333,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6643.400000000008,0.0,0.0,187.16986231,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2006,2006,108.8,18.0,1.51,810.0,1003.9,144.0,1687.4,173.5,187.16986231,123.2,13.27,2210.0,1,1464704625.9,0.0,4.058441558441558,483.966336,771.76617,1.0,4.0,323,623.8995410333333,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6646.900000000008,0.0,0.0,187.16986231,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2007,2007,108.8,19.0,1.51,810.0,1004.27,144.0,1689.2,173.5,190.396858452,122.5,13.27,2210.0,1,1464704626.27,0.0,4.081632653061225,483.966336,771.76617,1.0,4.0,323,601.2532372168422,0.0,144.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6648.700000000008,0.0,0.0,190.396858452,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2008,2008,110.9,19.0,1.48,790.0,1004.68,145.0,1691.1,167.1,190.396858452,122.5,13.06,2210.0,1,1464704626.68,0.0,4.081632653061225,493.30759800000004,743.297562,1.0,4.0,323,601.2532372168422,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6650.600000000008,0.0,0.0,190.396858452,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2009,2009,110.9,19.0,1.48,790.0,1005.09,145.0,1692.8,167.1,190.396858452,122.5,13.06,2210.0,1,1464704627.09,0.0,4.081632653061225,493.30759800000004,743.297562,1.0,4.0,323,601.2532372168422,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6652.3000000000075,0.0,0.0,190.396858452,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2010,2010,110.9,19.0,1.48,790.0,1005.89,145.0,1695.9,167.1,190.396858452,122.5,13.06,2210.0,1,1464704627.89,0.0,4.081632653061225,493.30759800000004,743.297562,1.0,4.0,323,601.2532372168422,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6655.400000000008,0.0,0.0,190.396858452,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2011,2011,110.9,19.0,1.48,790.0,1006.25,145.0,1697.2,167.1,190.396858452,122.5,13.06,2210.0,1,1464704628.25,0.0,4.081632653061225,493.30759800000004,743.297562,1.0,4.0,323,601.2532372168422,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6656.700000000008,0.0,0.0,190.396858452,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2012,2012,110.9,19.0,1.48,790.0,1006.64,145.0,1698.6,167.1,190.396858452,122.5,13.06,2270.0,1,1464704628.64,0.0,4.081632653061225,493.30759800000004,743.297562,1.0,4.0,324,601.2532372168422,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6658.100000000008,0.0,0.0,190.396858452,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2013,2013,110.9,19.0,1.48,790.0,1007.12,145.0,1700.6,167.1,190.396858452,122.5,13.06,2270.0,1,1464704629.12,0.0,4.081632653061225,493.30759800000004,743.297562,1.0,4.0,324,601.2532372168422,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6660.100000000008,0.0,0.0,190.396858452,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2014,2014,112.8,19.0,1.48,780.0,1007.92,145.0,1704.4,167.8,193.698465167,121.8,13.35,2270.0,1,1464704629.92,0.0,4.105090311986864,501.759216,746.411316,1.0,4.0,324,611.6793636852632,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6663.900000000008,0.0,0.0,193.698465167,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2015,2015,112.8,19.0,1.48,780.0,1008.33,145.0,1706.2,167.8,193.698465167,121.8,13.35,2270.0,1,1464704630.33,0.0,4.105090311986864,501.759216,746.411316,1.0,4.0,324,611.6793636852632,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6665.700000000008,0.0,0.0,193.698465167,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2016,2016,112.8,19.0,1.48,780.0,1008.69,145.0,1707.6,167.8,193.698465167,121.8,13.35,2270.0,1,1464704630.69,0.0,4.105090311986864,501.759216,746.411316,1.0,4.0,324,611.6793636852632,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6667.100000000008,0.0,0.0,193.698465167,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2017,2017,112.8,19.0,1.48,780.0,1009.09,145.0,1709.1,167.8,193.698465167,121.8,13.35,2270.0,1,1464704631.09,0.0,4.105090311986864,501.759216,746.411316,1.0,4.0,324,611.6793636852632,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6668.600000000008,0.0,0.0,193.698465167,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2018,2018,112.8,19.0,1.48,780.0,1009.82,146.0,1711.7,167.8,193.698465167,121.8,13.35,2270.0,1,1464704631.82,0.0,4.105090311986864,501.759216,746.411316,1.0,4.0,325,611.6793636852632,0.0,146.0,146.0,0.0,0.0,0.0,142,146,160,167,180,192,6671.200000000008,0.0,0.0,193.698465167,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2019,2019,112.8,19.0,1.48,780.0,1010.26,146.0,1713.5,167.8,193.698465167,121.8,13.35,2310.0,1,1464704632.26,0.0,4.105090311986864,501.759216,746.411316,1.0,4.0,325,611.6793636852632,0.0,146.0,146.0,0.0,0.0,0.0,142,146,160,167,180,192,6673.000000000008,0.0,0.0,193.698465167,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2020,2020,110.8,18.0,1.48,790.0,1010.65,146.0,1715.4,171.1,191.802572014,122.2,13.51,2310.0,1,1464704632.65,0.0,4.091653027823241,492.862776,761.0904419999999,1.0,4.0,325,639.3419067133333,0.0,146.0,146.0,0.0,0.0,0.0,142,146,160,167,180,192,6674.900000000008,0.0,0.0,191.802572014,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2021,2021,110.8,18.0,1.48,790.0,1011.38,146.0,1718.6,171.1,191.802572014,122.2,13.51,2310.0,1,1464704633.38,0.0,4.091653027823241,492.862776,761.0904419999999,1.0,4.0,325,639.3419067133333,0.0,146.0,146.0,0.0,0.0,0.0,142,146,160,167,180,192,6678.100000000008,0.0,0.0,191.802572014,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2022,2022,110.8,18.0,1.48,790.0,1011.76,146.0,1720.2,171.1,191.802572014,122.2,13.51,2310.0,1,1464704633.76,0.0,4.091653027823241,492.862776,761.0904419999999,1.0,4.0,325,639.3419067133333,0.0,146.0,146.0,0.0,0.0,0.0,142,146,160,167,180,192,6679.700000000008,0.0,0.0,191.802572014,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2023,2023,110.8,18.0,1.48,790.0,1012.11,146.0,1721.6,171.1,191.802572014,122.2,13.51,2310.0,1,1464704634.11,0.0,4.091653027823241,492.862776,761.0904419999999,1.0,4.0,325,639.3419067133333,0.0,146.0,146.0,0.0,0.0,0.0,142,146,160,167,180,192,6681.100000000008,0.0,0.0,191.802572014,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2024,2024,110.8,18.0,1.48,790.0,1012.86,146.0,1724.3,171.1,191.802572014,122.2,13.51,2310.0,1,1464704634.86,0.0,4.091653027823241,492.862776,761.0904419999999,1.0,4.0,326,639.3419067133333,0.0,146.0,146.0,0.0,0.0,0.0,142,146,160,167,180,192,6683.8000000000075,0.0,0.0,191.802572014,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2025,2025,110.8,18.0,1.48,790.0,1013.25,146.0,1725.7,171.1,191.802572014,122.2,13.51,2260.0,1,1464704635.25,0.0,4.091653027823241,492.862776,761.0904419999999,1.0,4.0,326,639.3419067133333,0.0,146.0,146.0,0.0,0.0,0.0,142,146,160,167,180,192,6685.200000000007,0.0,0.0,191.802572014,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2026,2026,110.8,18.0,1.48,790.0,1013.61,147.0,1727.3,171.1,191.802572014,122.2,13.51,2260.0,1,1464704635.61,0.0,4.091653027823241,492.862776,761.0904419999999,1.0,4.0,326,639.3419067133333,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,6686.8000000000075,0.0,0.0,191.802572014,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2027,2027,106.9,18.0,1.51,810.0,1014.04,147.0,1729.3,169.7,190.86389878,122.4,13.36,2260.0,1,1464704636.04,0.0,4.084967320261438,475.514718,754.862934,1.0,4.0,326,636.2129959333333,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,6688.8000000000075,0.0,0.0,190.86389878,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2028,2028,106.9,18.0,1.51,810.0,1014.84,147.0,1732.8,169.7,190.86389878,122.4,13.36,2260.0,1,1464704636.84,0.0,4.084967320261438,475.514718,754.862934,1.0,4.0,326,636.2129959333333,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,6692.3000000000075,0.0,0.0,190.86389878,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2029,2029,106.9,18.0,1.51,810.0,1015.25,147.0,1734.5,169.7,190.86389878,122.4,13.36,2260.0,1,1464704637.25,0.0,4.084967320261438,475.514718,754.862934,1.0,4.0,326,636.2129959333333,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,6694.000000000007,0.0,0.0,190.86389878,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2030,2030,106.9,18.0,1.51,810.0,1015.66,147.0,1736.0,169.7,190.86389878,122.4,13.36,2260.0,1,1464704637.66,0.0,4.084967320261438,475.514718,754.862934,1.0,4.0,326,636.2129959333333,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,6695.500000000007,0.0,0.0,190.86389878,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2031,2031,106.9,18.0,1.51,810.0,1016.44,147.0,1738.8,169.7,190.86389878,122.4,13.36,2260.0,1,1464704638.44,0.0,4.084967320261438,475.514718,754.862934,1.0,4.0,327,636.2129959333333,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,6698.3000000000075,0.0,0.0,190.86389878,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2032,2032,106.9,18.0,1.51,810.0,1016.84,148.0,1740.5,169.7,190.86389878,122.4,13.36,2180.0,1,1464704638.84,0.0,4.084967320261438,475.514718,754.862934,1.0,4.0,327,636.2129959333333,0.0,0.0,148.0,0.0,0.0,0.0,142,146,160,167,180,192,6700.000000000007,0.0,0.0,190.86389878,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2033,2033,105.8,19.0,1.48,790.0,1017.19,148.0,1742.2,164.3,190.86389878,122.4,12.96,2180.0,1,1464704639.19,0.0,4.084967320261438,470.621676,730.8425460000001,1.0,4.0,327,602.7281014105263,0.0,0.0,148.0,0.0,0.0,0.0,142,146,160,167,180,192,6701.700000000007,0.0,0.0,190.86389878,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2034,2034,105.8,19.0,1.48,790.0,1017.57,148.0,1744.0,164.3,190.86389878,122.4,12.96,2180.0,1,1464704639.57,0.0,4.084967320261438,470.621676,730.8425460000001,1.0,4.0,327,602.7281014105263,0.0,0.0,148.0,0.0,0.0,0.0,142,146,160,167,180,192,6703.500000000007,0.0,0.0,190.86389878,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2035,2035,105.8,19.0,1.48,790.0,1018.4,148.0,1747.4,164.3,190.86389878,122.4,12.96,2180.0,1,1464704640.4,0.0,4.084967320261438,470.621676,730.8425460000001,1.0,4.0,327,602.7281014105263,0.0,0.0,148.0,0.0,0.0,0.0,142,146,160,167,180,192,6706.900000000008,0.0,0.0,190.86389878,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2036,2036,105.8,19.0,1.48,790.0,1018.87,148.0,1749.1,164.3,190.86389878,122.4,12.96,2180.0,1,1464704640.87,0.0,4.084967320261438,470.621676,730.8425460000001,1.0,4.0,327,602.7281014105263,0.0,0.0,148.0,0.0,0.0,0.0,142,146,160,167,180,192,6708.600000000008,0.0,0.0,190.86389878,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2037,2037,105.8,19.0,1.48,790.0,1019.21,148.0,1750.3,164.3,190.86389878,122.4,12.96,2100.0,1,1464704641.21,0.0,4.084967320261438,470.621676,730.8425460000001,1.0,4.0,327,602.7281014105263,0.0,0.0,148.0,0.0,0.0,0.0,142,146,160,167,180,192,6709.8000000000075,0.0,0.0,190.86389878,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2038,2038,105.8,19.0,1.48,790.0,1019.61,148.0,1751.9,164.3,190.86389878,122.4,12.96,2100.0,1,1464704641.61,0.0,4.084967320261438,470.621676,730.8425460000001,1.0,4.0,328,602.7281014105263,0.0,0.0,148.0,0.0,0.0,0.0,142,146,160,167,180,192,6711.400000000008,0.0,0.0,190.86389878,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2039,2039,105.8,20.0,1.48,790.0,1020.4,148.0,1755.6,164.3,195.619427755,121.4,12.68,2100.0,1,1464704642.4,0.0,4.118616144975288,470.621676,730.8425460000001,1.0,4.0,328,586.8582832650001,0.0,0.0,148.0,0.0,0.0,0.0,142,146,160,167,180,192,6715.100000000008,0.0,0.0,195.619427755,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2040,2040,110.8,20.0,1.48,780.0,1020.75,148.0,1757.2,176.9,195.619427755,121.4,12.68,2100.0,1,1464704642.75,0.0,4.118616144975288,492.862776,786.890118,1.0,4.0,328,586.8582832650001,0.0,0.0,148.0,0.0,0.0,0.0,142,146,160,167,180,192,6716.700000000008,0.0,0.0,195.619427755,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2041,2041,110.8,20.0,1.48,780.0,1021.19,147.0,1759.0,176.9,195.619427755,121.4,12.68,2100.0,1,1464704643.19,0.0,4.118616144975288,492.862776,786.890118,1.0,4.0,328,586.8582832650001,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,6718.500000000008,0.0,0.0,195.619427755,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2042,2042,110.8,20.0,1.48,780.0,1021.59,147.0,1760.6,176.9,195.619427755,121.4,12.68,2100.0,1,1464704643.59,0.0,4.118616144975288,492.862776,786.890118,1.0,4.0,328,586.8582832650001,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,6720.100000000009,0.0,0.0,195.619427755,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2043,2043,110.8,20.0,1.48,780.0,1022.4,147.0,1763.5,176.9,195.619427755,121.4,12.68,2100.0,1,1464704644.4,0.0,4.118616144975288,492.862776,786.890118,1.0,4.0,329,586.8582832650001,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,6723.000000000008,0.0,0.0,195.619427755,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2044,2044,110.8,20.0,1.48,780.0,1022.8,147.0,1764.9,176.9,195.619427755,121.4,12.68,2100.0,1,1464704644.8,0.0,4.118616144975288,492.862776,786.890118,1.0,4.0,329,586.8582832650001,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,6724.400000000008,0.0,0.0,195.619427755,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2045,2045,110.8,20.0,1.48,780.0,1023.15,147.0,1766.4,176.9,195.619427755,121.4,12.68,2430.0,1,1464704645.15,0.0,4.118616144975288,492.862776,786.890118,1.0,4.0,329,586.8582832650001,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,6725.900000000008,0.0,0.0,195.619427755,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2046,2046,113.7,18.0,1.48,790.0,1023.94,147.0,1770.1,168.7,187.626373968,123.1,13.88,2430.0,1,1464704645.94,0.0,4.061738424045491,505.76261400000004,750.414714,1.0,4.0,329,625.42124656,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,6729.600000000008,0.0,0.0,187.626373968,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2047,2047,113.7,18.0,1.48,790.0,1024.32,147.0,1771.7,168.7,187.626373968,123.1,13.88,2430.0,1,1464704646.32,0.0,4.061738424045491,505.76261400000004,750.414714,1.0,4.0,329,625.42124656,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,6731.200000000008,0.0,0.0,187.626373968,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2048,2048,113.7,18.0,1.48,790.0,1024.72,147.0,1773.4,168.7,187.626373968,123.1,13.88,2430.0,1,1464704646.72,0.0,4.061738424045491,505.76261400000004,750.414714,1.0,4.0,329,625.42124656,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,6732.900000000008,0.0,0.0,187.626373968,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2049,2049,113.7,18.0,1.48,790.0,1025.07,147.0,1774.8,168.7,187.626373968,123.1,13.88,2430.0,1,1464704647.07,0.0,4.061738424045491,505.76261400000004,750.414714,1.0,4.0,329,625.42124656,0.0,0.0,147.0,0.0,0.0,0.0,142,146,160,167,180,192,6734.3000000000075,0.0,0.0,187.626373968,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2050,2050,113.7,18.0,1.48,790.0,1025.85,146.0,1777.6,168.7,187.626373968,123.1,13.88,2430.0,1,1464704647.85,0.0,4.061738424045491,505.76261400000004,750.414714,1.0,4.0,330,625.42124656,0.0,146.0,146.0,0.0,0.0,0.0,142,146,160,167,180,192,6737.100000000008,0.0,0.0,187.626373968,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2051,2051,113.7,18.0,1.48,790.0,1026.22,146.0,1778.9,168.7,187.626373968,123.1,13.88,2320.0,1,1464704648.22,0.0,4.061738424045491,505.76261400000004,750.414714,1.0,4.0,330,625.42124656,0.0,146.0,146.0,0.0,0.0,0.0,142,146,160,167,180,192,6738.400000000008,0.0,0.0,187.626373968,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2052,2052,113.7,18.0,1.48,790.0,1026.58,146.0,1780.5,168.7,187.626373968,123.1,13.88,2320.0,1,1464704648.58,0.0,4.061738424045491,505.76261400000004,750.414714,1.0,4.0,330,625.42124656,0.0,146.0,146.0,0.0,0.0,0.0,142,146,160,167,180,192,6740.000000000008,0.0,0.0,187.626373968,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2053,2053,105.6,18.0,1.48,790.0,1027.42,146.0,1784.3,162.8,189.467339226,122.7,13.51,2320.0,1,1464704649.42,0.0,4.074979625101874,469.732032,724.1702160000001,1.0,4.0,330,631.55779742,0.0,146.0,146.0,0.0,0.0,0.0,142,146,160,167,180,192,6743.800000000008,0.0,0.0,189.467339226,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2054,2054,105.6,18.0,1.48,790.0,1027.84,146.0,1786.1,162.8,189.467339226,122.7,13.51,2320.0,1,1464704649.84,0.0,4.074979625101874,469.732032,724.1702160000001,1.0,4.0,330,631.55779742,0.0,146.0,146.0,0.0,0.0,0.0,142,146,160,167,180,192,6745.600000000009,0.0,0.0,189.467339226,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2055,2055,105.6,18.0,1.48,790.0,1028.25,146.0,1787.7,162.8,189.467339226,122.7,13.51,2320.0,1,1464704650.25,0.0,4.074979625101874,469.732032,724.1702160000001,1.0,4.0,330,631.55779742,0.0,146.0,146.0,0.0,0.0,0.0,142,146,160,167,180,192,6747.200000000009,0.0,0.0,189.467339226,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2056,2056,105.6,18.0,1.48,790.0,1028.61,146.0,1789.0,162.8,189.467339226,122.7,13.51,2320.0,1,1464704650.61,0.0,4.074979625101874,469.732032,724.1702160000001,1.0,4.0,330,631.55779742,0.0,146.0,146.0,0.0,0.0,0.0,142,146,160,167,180,192,6748.500000000009,0.0,0.0,189.467339226,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2057,2057,105.6,18.0,1.48,790.0,1029.4,146.0,1791.9,162.8,189.467339226,122.7,13.51,2320.0,1,1464704651.4,0.0,4.074979625101874,469.732032,724.1702160000001,1.0,4.0,331,631.55779742,0.0,146.0,146.0,0.0,0.0,0.0,142,146,160,167,180,192,6751.40000000001,0.0,0.0,189.467339226,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2058,2058,105.6,18.0,1.48,790.0,1029.76,145.0,1793.5,162.8,189.467339226,122.7,13.51,2160.0,1,1464704651.76,0.0,4.074979625101874,469.732032,724.1702160000001,1.0,4.0,331,631.55779742,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6753.00000000001,0.0,0.0,189.467339226,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2059,2059,109.1,19.0,1.48,790.0,1030.12,145.0,1795.2,163.4,188.084371425,123.0,12.82,2160.0,1,1464704652.12,0.0,4.065040650406504,485.300802,726.839148,1.0,4.0,331,593.9506466052632,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6754.70000000001,0.0,0.0,188.084371425,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2060,2060,109.1,19.0,1.48,790.0,1030.9,145.0,1798.6,163.4,188.084371425,123.0,12.82,2160.0,1,1464704652.9,0.0,4.065040650406504,485.300802,726.839148,1.0,4.0,331,593.9506466052632,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6758.1000000000095,0.0,0.0,188.084371425,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2061,2061,109.1,19.0,1.48,790.0,1031.26,145.0,1800.1,163.4,188.084371425,123.0,12.82,2160.0,1,1464704653.26,0.0,4.065040650406504,485.300802,726.839148,1.0,4.0,331,593.9506466052632,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6759.6000000000095,0.0,0.0,188.084371425,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
2062,2062,109.1,19.0,1.48,790.0,1031.67,145.0,1801.7,163.4,188.084371425,123.0,12.82,2160.0,1,1464704653.67,0.0,4.065040650406504,485.300802,726.839148,1.0,4.0,331,593.9506466052632,0.0,145.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,6761.20000000001,0.0,0.0,188.084371425,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
