index,index,TimeStamp (sec), latitude, longitude, HRCur (bpm),DistanceMeters, Cadence (stokes/min), lapIdx,Speed, WorkoutState, Horizontal (meters), StrokeDistance (meters), Stroke500mPace (sec/500m), ElapsedTime (sec), Power (watts), DriveLength (meters), DriveTime (ms), DragFactor, StrokeRecoveryTime (ms), AverageDriveForce (lbs), AverageBoatSpeed (m/s), PeakDriveForce (lbs), AverageDriveForce (N), PeakDriveForce (N), Calories (kCal), Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
3003,3003,1459588459.0,49.243894,16.505609,135.0,1516.2,16.0,3.0,2.31,4.0,1516.2,8.6625,216.4502164502165,3551.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3099999999999996,0.0,0.0,0.0,1.0,1106,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9415.200000000008,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3004,3004,1459588460.0,49.243884,16.505629,135.0,1518.1,16.0,3.0,2.34,4.0,1518.1,8.774999999999999,213.67521367521368,3552.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0,0.0,0.0,1.0,1106,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9417.100000000008,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3005,3005,1459588461.0,49.24387,16.505656,135.0,1520.5,16.0,3.0,2.34,4.0,1520.5,8.774999999999999,213.67521367521368,3553.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0,0.0,0.0,1.0,1106,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9419.500000000007,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3006,3006,1459588462.0,49.243856,16.505681,135.0,1522.9,16.0,3.0,2.34,4.0,1522.9,8.774999999999999,213.67521367521368,3554.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0,0.0,0.0,1.0,1106,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9421.900000000007,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3007,3007,1459588463.0,49.243844,16.505705,135.0,1525.2,16.0,3.0,2.35,4.0,1525.2,8.8125,212.7659574468085,3555.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,1.0,1107,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9424.200000000006,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3008,3008,1459588464.0,49.243832,16.505728,135.0,1527.3,16.0,3.0,2.34,4.0,1527.3,8.774999999999999,213.67521367521368,3556.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0,0.0,0.0,1.0,1107,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9426.300000000007,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3009,3009,1459588465.0,49.243819,16.505756,135.0,1529.8,16.0,3.0,2.34,4.0,1529.8,8.774999999999999,213.67521367521368,3557.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0,0.0,0.0,1.0,1107,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9428.800000000007,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3010,3010,1459588466.0,49.243805,16.50578,135.0,1532.1,16.0,3.0,2.34,4.0,1532.1,8.774999999999999,213.67521367521368,3558.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0,0.0,0.0,1.0,1108,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9431.100000000006,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3011,3011,1459588467.0,49.243795,16.5058,135.0,1533.9,16.0,3.0,2.34,4.0,1533.9,8.774999999999999,213.67521367521368,3559.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0,0.0,0.0,1.0,1108,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9432.900000000005,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3012,3012,1459588468.0,49.243778,16.505828,136.0,1536.7,17.0,3.0,2.35,4.0,1536.7,8.294117647058824,212.7659574468085,3560.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,1.0,1108,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9435.700000000004,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3013,3013,1459588469.0,49.243765,16.505854,136.0,1539.1,17.0,3.0,2.34,4.0,1539.1,8.258823529411764,213.67521367521368,3561.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0,0.0,0.0,1.0,1108,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9438.100000000004,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3014,3014,1459588470.0,49.243751,16.505872,136.0,1541.2,17.0,3.0,2.3,4.0,1541.2,8.117647058823529,217.3913043478261,3562.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,1.0,1109,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9440.200000000004,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3015,3015,1459588471.0,49.243738,16.505895,136.0,1543.3,17.0,3.0,2.31,4.0,1543.3,8.152941176470588,216.4502164502165,3563.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3099999999999996,0.0,0.0,0.0,1.0,1109,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9442.300000000005,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3016,3016,1459588472.0,49.24372,16.505925,135.0,1546.3,17.0,3.0,2.33,4.0,1546.3,8.223529411764707,214.5922746781116,3564.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3299999999999996,0.0,0.0,0.0,1.0,1109,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9445.300000000005,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3017,3017,1459588473.0,49.243705,16.505951,135.0,1548.9,17.0,3.0,2.34,4.0,1548.9,8.258823529411764,213.67521367521368,3565.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0,0.0,0.0,1.0,1109,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9447.900000000005,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3018,3018,1459588474.0,49.243693,16.50597,135.0,1550.7,17.0,3.0,2.31,4.0,1550.7,8.152941176470588,216.4502164502165,3566.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3099999999999996,0.0,0.0,0.0,1.0,1110,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9449.700000000004,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3019,3019,1459588475.0,49.243677,16.505998,135.0,1553.4,17.0,3.0,2.35,4.0,1553.4,8.294117647058824,212.7659574468085,3567.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,1.0,1110,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9452.400000000005,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3020,3020,1459588476.0,49.243661,16.506024,135.0,1556.1,17.0,3.0,2.36,4.0,1556.1,8.329411764705881,211.86440677966104,3568.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,0.0,1.0,1110,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9455.100000000006,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3021,3021,1459588477.0,49.243649,16.506047,135.0,1558.2,17.0,3.0,2.36,4.0,1558.2,8.329411764705881,211.86440677966104,3569.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,0.0,1.0,1111,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9457.200000000006,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3022,3022,1459588478.0,49.243638,16.506071,135.0,1560.3,17.0,3.0,2.36,4.0,1560.3,8.329411764705881,211.86440677966104,3570.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,0.0,1.0,1111,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9459.300000000007,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3023,3023,1459588479.0,49.243623,16.506098,135.0,1562.9,17.0,3.0,2.36,4.0,1562.9,8.329411764705881,211.86440677966104,3571.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,0.0,1.0,1111,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9461.900000000007,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3024,3024,1459588480.0,49.243606,16.506123,135.0,1565.5,17.0,3.0,2.38,4.0,1565.5,8.399999999999999,210.0840336134454,3572.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.0,0.0,1.0,1111,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9464.500000000007,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3025,3025,1459588481.0,49.243596,16.50614,135.0,1567.3,17.0,3.0,2.38,4.0,1567.3,8.399999999999999,210.0840336134454,3573.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.0,0.0,1.0,1112,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9466.300000000007,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3026,3026,1459588482.0,49.243579,16.506166,135.0,1569.8,16.0,3.0,2.36,4.0,1569.8,8.85,211.86440677966104,3574.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,0.0,1.0,1112,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9468.800000000007,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3027,3027,1459588483.0,49.24356,16.506195,135.0,1572.9,16.0,3.0,2.4,4.0,1572.9,9.0,208.33333333333331,3575.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4000000000000004,0.0,0.0,0.0,1.0,1112,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9471.900000000007,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3028,3028,1459588484.0,49.243546,16.506219,135.0,1575.2,16.0,3.0,2.45,4.0,1575.2,9.1875,204.0816326530612,3576.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.0,1.0,1113,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9474.200000000006,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3029,3029,1459588485.0,49.243533,16.506236,135.0,1577.1,16.0,3.0,2.41,4.0,1577.1,9.0375,207.4688796680498,3577.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,0.0,0.0,0.0,1.0,1113,0.0,135.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9476.100000000006,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3030,3030,1459588486.0,49.243512,16.50626,136.0,1580.0,16.0,3.0,2.4,4.0,1580.0,9.0,208.33333333333331,3578.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4000000000000004,0.0,0.0,0.0,1.0,1113,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9479.000000000005,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3031,3031,1459588487.0,49.243495,16.506286,136.0,1582.7,16.0,3.0,2.41,4.0,1582.7,9.0375,207.4688796680498,3579.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,0.0,0.0,0.0,1.0,1113,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9481.700000000006,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3032,3032,1459588488.0,49.243482,16.506308,136.0,1585.0,16.0,3.0,2.44,4.0,1585.0,9.15,204.91803278688525,3580.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,0.0,0.0,0.0,1.0,1114,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9484.000000000005,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3033,3033,1459588489.0,49.243465,16.506334,136.0,1587.5,16.0,3.0,2.42,4.0,1587.5,9.075,206.61157024793388,3581.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,1.0,1114,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9486.500000000005,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3034,3034,1459588490.0,49.243449,16.506362,136.0,1590.3,16.0,3.0,2.43,4.0,1590.3,9.1125,205.761316872428,3582.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4299999999999997,0.0,0.0,0.0,1.0,1114,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9489.300000000005,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3035,3035,1459588491.0,49.243436,16.506389,136.0,1592.7,16.0,3.0,2.48,4.0,1592.7,9.3,201.6129032258065,3583.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4799999999999995,0.0,0.0,0.0,1.0,1114,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9491.700000000004,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3036,3036,1459588492.0,49.243428,16.506413,136.0,1594.7,16.0,3.0,2.44,4.0,1594.7,9.15,204.91803278688525,3584.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,0.0,0.0,0.0,1.0,1115,0.0,136.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9493.700000000004,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3037,3037,1459588493.0,49.243413,16.506444,137.0,1597.4,17.0,3.0,2.45,4.0,1597.4,8.647058823529411,204.0816326530612,3585.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.0,1.0,1115,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9496.400000000005,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3038,3038,1459588494.0,49.243398,16.506472,137.0,1600.1,17.0,3.0,2.47,4.0,1600.1,8.71764705882353,202.42914979757083,3586.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,1.0,1115,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9499.100000000006,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3039,3039,1459588495.0,49.243386,16.506495,137.0,1602.3,17.0,3.0,2.51,4.0,1602.3,8.858823529411765,199.203187250996,3587.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5100000000000002,0.0,0.0,0.0,1.0,1116,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9501.300000000007,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3040,3040,1459588496.0,49.243372,16.506527,137.0,1605.0,18.0,3.0,2.48,4.0,1605.0,8.266666666666667,201.6129032258065,3588.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4799999999999995,0.0,0.0,0.0,1.0,1116,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9504.000000000007,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3041,3041,1459588497.0,49.243357,16.506558,137.0,1607.9,18.0,3.0,2.48,4.0,1607.9,8.266666666666667,201.6129032258065,3589.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4799999999999995,0.0,0.0,0.0,1.0,1116,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9506.900000000007,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3042,3042,1459588498.0,49.243343,16.506585,137.0,1610.4,18.0,3.0,2.53,4.0,1610.4,8.433333333333332,197.6284584980237,3590.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5300000000000002,0.0,0.0,0.0,1.0,1116,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9509.400000000007,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3043,3043,1459588499.0,49.243331,16.50661,137.0,1612.6,17.0,3.0,2.52,4.0,1612.6,8.894117647058822,198.4126984126984,3591.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,1.0,1117,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9511.600000000006,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3044,3044,1459588500.0,49.243317,16.50664,137.0,1615.3,17.0,3.0,2.52,4.0,1615.3,8.894117647058822,198.4126984126984,3592.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,1.0,1117,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9514.300000000007,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3045,3045,1459588501.0,49.243305,16.506668,137.0,1617.8,17.0,3.0,2.52,4.0,1617.8,8.894117647058822,198.4126984126984,3593.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,1.0,1117,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9516.800000000007,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3046,3046,1459588502.0,49.243293,16.506689,137.0,1619.8,17.0,3.0,2.51,4.0,1619.8,8.858823529411765,199.203187250996,3594.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5100000000000002,0.0,0.0,0.0,1.0,1118,0.0,137.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9518.800000000007,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3047,3047,1459588503.0,49.243278,16.50672,138.0,1622.6,17.0,3.0,2.49,4.0,1622.6,8.788235294117648,200.8032128514056,3595.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,1.0,1118,0.0,138.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9521.600000000006,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3048,3048,1459588504.0,49.243265,16.506751,138.0,1625.3,17.0,3.0,2.51,4.0,1625.3,8.858823529411765,199.203187250996,3596.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5100000000000002,0.0,0.0,0.0,1.0,1118,0.0,138.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9524.300000000007,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3049,3049,1459588505.0,49.243258,16.506776,138.0,1627.3,17.0,3.0,2.51,4.0,1627.3,8.858823529411765,199.203187250996,3597.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5100000000000002,0.0,0.0,0.0,1.0,1118,0.0,138.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9526.300000000007,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3050,3050,1459588506.0,49.243244,16.506803,138.0,1629.7,17.0,3.0,2.49,4.0,1629.7,8.788235294117648,200.8032128514056,3598.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,1.0,1119,0.0,138.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9528.700000000006,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3051,3051,1459588507.0,49.243231,16.506837,138.0,1632.6,17.0,3.0,2.51,4.0,1632.6,8.858823529411765,199.203187250996,3599.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5100000000000002,0.0,0.0,0.0,1.0,1119,0.0,138.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9531.600000000006,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3052,3052,1459588508.0,49.243222,16.506868,138.0,1635.1,17.0,3.0,2.52,4.0,1635.1,8.894117647058822,198.4126984126984,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,1.0,1119,0.0,138.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9534.100000000006,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3053,3053,1459588509.0,49.24321,16.506893,138.0,1637.4,17.0,3.0,2.51,4.0,1637.4,8.858823529411765,199.203187250996,3601.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5100000000000002,0.0,0.0,0.0,1.0,1120,0.0,138.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9536.400000000005,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3054,3054,1459588510.0,49.243194,16.506925,138.0,1640.2,17.0,3.0,2.5,4.0,1640.2,8.823529411764707,200.0,3602.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,1.0,1120,0.0,138.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9539.200000000004,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3055,3055,1459588511.0,49.243182,16.506956,138.0,1643.0,17.0,3.0,2.51,4.0,1643.0,8.858823529411765,199.203187250996,3603.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5100000000000002,0.0,0.0,0.0,1.0,1120,0.0,138.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9542.000000000004,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3056,3056,1459588512.0,49.243171,16.506981,138.0,1645.1,17.0,3.0,2.49,4.0,1645.1,8.788235294117648,200.8032128514056,3604.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,1.0,1120,0.0,138.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9544.100000000004,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3057,3057,1459588513.0,49.243155,16.507013,138.0,1648.0,18.0,3.0,2.53,4.0,1648.0,8.433333333333332,197.6284584980237,3605.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5300000000000002,0.0,0.0,0.0,1.0,1121,0.0,138.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9547.000000000004,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3058,3058,1459588514.0,49.243139,16.507042,138.0,1650.8,18.0,3.0,2.53,4.0,1650.8,8.433333333333332,197.6284584980237,3606.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5300000000000002,0.0,0.0,0.0,1.0,1121,0.0,138.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9549.800000000003,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3059,3059,1459588515.0,49.243129,16.507065,138.0,1652.9,18.0,3.0,2.53,4.0,1652.9,8.433333333333332,197.6284584980237,3607.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5300000000000002,0.0,0.0,0.0,1.0,1121,0.0,138.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9551.900000000003,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3060,3060,1459588516.0,49.243113,16.507095,138.0,1655.6,18.0,3.0,2.53,4.0,1655.6,8.433333333333332,197.6284584980237,3608.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5300000000000002,0.0,0.0,0.0,1.0,1122,0.0,138.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9554.600000000002,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3061,3061,1459588517.0,49.243099,16.507124,138.0,1658.3,18.0,3.0,2.53,4.0,1658.3,8.433333333333332,197.6284584980237,3609.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5300000000000002,0.0,0.0,0.0,1.0,1122,0.0,138.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9557.300000000003,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3062,3062,1459588518.0,49.243089,16.507149,138.0,1660.5,18.0,3.0,2.53,4.0,1660.5,8.433333333333332,197.6284584980237,3610.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5300000000000002,0.0,0.0,0.0,1.0,1122,0.0,138.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9559.500000000004,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3063,3063,1459588519.0,49.243078,16.507175,138.0,1662.7,18.0,3.0,2.52,4.0,1662.7,8.399999999999999,198.4126984126984,3611.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,1.0,1122,0.0,138.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9561.700000000004,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
3064,3064,1459588520.0,49.243063,16.507208,138.0,1665.6,17.0,3.0,2.53,4.0,1665.6,8.92941176470588,197.6284584980237,3612.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5300000000000002,0.0,0.0,0.0,1.0,1123,0.0,138.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,9564.600000000004,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
