# RitmoTime: Sat Apr 6, 2019 - 7:22:46 AM
# Full Workout
# Boating: M2x
# Duration: 1h 31m,  Strokes: 1012,  Intervals: 8
#
"Stroke Count","Time","Rate (spm)","Distance (m)","Split (/500m)","Heart Rate (bpm)","State","Piece#","Count","Piece Time","Piece Distance (m)","Total Time (sec)","Distance (m)","Speed (m/s)","Latitude (deg)","Longitude (deg)"
198,0:24:42.3,26.0,2662,1:55,0,"Piece",2,11,0:00:25.2,112,1482.3,2662,4.31,37.80667495,-122.26229859,
199,0:24:44.6,26.0,2671,2:00,0,"Piece",2,12,0:00:27.5,121,1484.6,2671,4.16,37.80659103,-122.26228333,
200,0:24:46.9,26.0,2680,2:00,0,"Piece",2,13,0:00:29.8,130,1486.9,2680,4.16,37.80651092,-122.26226044,
201,0:24:49.3,25.5,2691,1:55,0,"Piece",2,14,0:00:32.2,140,1489.3,2691,4.32,37.80641937,-122.26222992,
202,0:24:51.6,26.0,2701,1:55,0,"Piece",2,15,0:00:34.5,150,1491.6,2701,4.32,37.80633163,-122.26219941,
203,0:24:54.4,21.0,2713,1:55,0,"Rest",2,1,0:00:02.8,12,1494.4,2713,4.31,37.80622482,-122.26216889,
204,0:24:57.3,21.0,2726,1:55,0,"Rest",2,2,0:00:05.7,25,1497.3,2726,4.32,37.80612182,-122.26210785,
205,0:25:00.3,20.5,2737,2:07,0,"Rest",2,3,0:00:08.7,36,1500.3,2737,3.91,37.80603408,-122.26203919,
206,0:25:03.4,20.0,2747,2:21,0,"Rest",2,4,0:00:11.8,46,1503.4,2747,3.52,37.80595779,-122.26199341,
207,0:25:06.5,19.5,2756,2:26,0,"Rest",2,5,0:00:14.9,56,1506.5,2756,3.40,37.80588150,-122.26193238,
208,0:25:09.6,19.5,2765,2:35,0,"Rest",2,6,0:00:17.9,64,1509.6,2765,3.22,37.80581665,-122.26187897,
209,0:25:12.7,19.0,2775,2:30,0,"Rest",2,7,0:00:21.1,75,1512.7,2775,3.32,37.80574798,-122.26180268,
210,0:25:15.9,19.0,2786,2:27,0,"Rest",2,8,0:00:24.2,85,1515.9,2786,3.38,37.80567932,-122.26171875,
211,0:25:18.9,19.5,2797,2:32,0,"Rest",2,9,0:00:27.3,96,1518.9,2797,3.27,37.80562591,-122.26161194,
212,0:25:22.0,19.5,2805,2:51,0,"Rest",2,10,0:00:30.4,104,1522.0,2805,2.91,37.80557250,-122.26155091,
213,0:25:25.1,19.5,2813,2:54,0,"Rest",2,11,0:00:33.4,113,1525.1,2813,2.87,37.80551147,-122.26149750,
214,0:25:28.4,19.0,2824,2:35,0,"Rest",2,12,0:00:36.8,124,1528.4,2824,3.22,37.80542373,-122.26143647,
215,0:25:31.6,18.5,2837,2:18,0,"Rest",2,13,0:00:39.9,136,1531.6,2837,3.62,37.80532836,-122.26136017,
216,0:25:34.8,19.0,2852,2:03,0,"Rest",2,14,0:00:43.1,151,1534.8,2852,4.05,37.80522918,-122.26124573,
217,0:25:38.0,18.5,2866,2:02,0,"Rest",2,15,0:00:46.4,165,1538.0,2866,4.07,37.80513763,-122.26113892,
218,0:25:41.3,18.5,2877,2:19,0,"Rest",2,16,0:00:49.7,177,1541.3,2877,3.59,37.80504608,-122.26107026,
219,0:25:44.5,18.5,2886,2:42,0,"Rest",2,17,0:00:52.9,185,1544.5,2886,3.07,37.80497360,-122.26103211,
220,0:25:47.8,18.5,2897,2:29,0,"Rest",2,18,0:00:56.2,197,1547.8,2897,3.35,37.80488204,-122.26097870,
221,0:25:51.1,18.5,2909,2:24,0,"Rest",2,19,0:00:59.4,208,1551.1,2909,3.45,37.80478668,-122.26092530,
222,0:25:54.4,18.5,2918,2:51,0,"Rest",2,20,0:01:02.7,218,1554.4,2918,2.92,37.80471038,-122.26087952,
223,0:25:57.7,18.0,2928,2:43,0,"Rest",2,21,0:01:06.0,228,1557.7,2928,3.05,37.80463790,-122.26081086,
224,0:26:01.0,18.0,2942,2:19,0,"Rest",2,22,0:01:09.4,241,1561.0,2942,3.57,37.80453491,-122.26073456,
225,0:26:04.3,18.0,2953,2:24,0,"Rest",2,23,0:01:12.7,253,1564.3,2953,3.46,37.80444717,-122.26065827,
226,0:26:07.6,18.5,2964,2:32,0,"Rest",2,24,0:01:16.0,263,1567.6,2964,3.29,37.80437088,-122.26059723,
227,0:26:10.9,18.0,2974,2:32,0,"Rest",2,25,0:01:19.3,274,1570.9,2974,3.28,37.80428314,-122.26054383,
228,0:26:14.1,18.5,2985,2:25,0,"Rest",2,26,0:01:22.5,285,1574.1,2985,3.43,37.80420684,-122.26046753,
229,0:26:17.4,18.5,2997,2:21,0,"Rest",2,27,0:01:25.8,297,1577.4,2997,3.54,37.80411911,-122.26039124,
230,0:26:20.7,18.5,3009,2:21,0,"Rest",2,28,0:01:29.1,309,1580.7,3009,3.52,37.80401611,-122.26034546,
231,0:26:24.1,18.0,3023,2:07,0,"Rest",2,29,0:01:32.4,323,1584.1,3023,3.92,37.80390167,-122.26027680,
232,0:26:27.4,18.0,3038,2:02,0,"Rest",2,30,0:01:35.8,337,1587.4,3038,4.10,37.80378341,-122.26020813,
233,0:26:30.8,18.0,3051,2:07,0,"Rest",2,31,0:01:39.2,351,1590.8,3051,3.92,37.80366516,-122.26016999,
234,0:26:34.1,18.0,3063,2:17,0,"Rest",2,32,0:01:42.4,362,1594.1,3063,3.65,37.80356216,-122.26016236,
235,0:26:37.5,18.0,3074,2:27,0,"Rest",2,33,0:01:45.9,373,1597.5,3074,3.40,37.80346298,-122.26014710,
236,0:26:40.9,17.5,3084,2:36,0,"Rest",2,34,0:01:49.2,383,1600.9,3084,3.19,37.80337524,-122.26015473,
237,0:26:44.2,18.0,3095,2:27,0,"Rest",2,35,0:01:52.5,394,1604.2,3095,3.40,37.80327606,-122.26017762,
238,0:26:47.6,18.0,3108,2:18,0,"Rest",2,36,0:01:56.0,407,1607.6,3108,3.61,37.80316162,-122.26020813,
239,0:26:51.0,17.5,3120,2:23,0,"Rest",2,37,0:01:59.4,419,1611.0,3120,3.47,37.80305480,-122.26021576,
240,0:26:54.4,17.5,3132,2:21,0,"Rest",2,38,0:02:02.7,431,1614.4,3132,3.54,37.80294418,-122.26022339,
241,0:26:57.8,18.0,3145,2:15,0,"Rest",2,39,0:02:06.1,444,1617.8,3145,3.68,37.80282974,-122.26023865,
242,0:27:01.1,18.0,3159,2:08,0,"Rest",2,40,0:02:09.4,458,1621.1,3159,3.89,37.80270385,-122.26025391,
243,0:27:04.4,18.0,3173,2:05,0,"Rest",2,41,0:02:12.7,472,1624.4,3173,3.97,37.80257797,-122.26027680,
244,0:27:07.9,18.0,3187,2:10,0,"Rest",2,42,0:02:16.2,487,1627.9,3187,3.83,37.80245590,-122.26029969,
245,0:27:11.2,17.5,3200,2:14,0,"Rest",2,43,0:02:19.6,499,1631.2,3200,3.73,37.80234527,-122.26032258,
246,0:27:14.6,17.5,3212,2:12,0,"Rest",2,44,0:02:23.0,512,1634.6,3212,3.76,37.80223464,-122.26036072,
247,0:27:17.9,18.0,3224,2:16,0,"Rest",2,45,0:02:26.3,524,1637.9,3224,3.67,37.80213165,-122.26040650,
248,0:27:21.3,18.0,3237,2:13,0,"Rest",2,46,0:02:29.6,536,1641.3,3237,3.75,37.80202484,-122.26045990,
249,0:27:24.7,17.5,3251,2:08,0,"Rest",2,47,0:02:33.1,550,1644.7,3251,3.90,37.80191040,-122.26052094,
250,0:27:28.1,17.5,3264,2:13,0,"Rest",2,48,0:02:36.5,563,1648.1,3264,3.74,37.80180358,-122.26055909,
251,0:27:31.7,17.5,3277,2:13,0,"Rest",2,49,0:02:40.0,576,1651.7,3277,3.73,37.80169296,-122.26062012,
252,0:27:35.1,17.5,3289,2:14,0,"Rest",2,50,0:02:43.4,589,1655.1,3289,3.72,37.80158996,-122.26068116,
253,0:27:38.5,17.5,3302,2:12,0,"Rest",2,51,0:02:46.9,602,1658.5,3302,3.76,37.80147933,-122.26071930,
254,0:27:41.8,17.5,3315,2:09,0,"Rest",2,52,0:02:50.2,615,1661.8,3315,3.86,37.80136489,-122.26075745,
255,0:27:45.2,18.0,3330,2:03,0,"Rest",2,53,0:02:53.5,629,1665.2,3330,4.04,37.80123519,-122.26078797,
256,0:27:48.6,17.5,3344,2:06,0,"Rest",2,54,0:02:56.9,643,1668.6,3344,3.96,37.80111312,-122.26081849,
257,0:27:52.0,17.5,3356,2:13,0,"Rest",2,55,0:03:00.4,656,1672.0,3356,3.75,37.80100250,-122.26084137,
258,0:27:55.4,17.5,3369,2:13,0,"Rest",2,56,0:03:03.7,668,1675.4,3369,3.75,37.80089569,-122.26087189,
259,0:27:58.7,18.0,3381,2:14,0,"Rest",2,57,0:03:07.1,680,1678.7,3381,3.72,37.80078887,-122.26091004,
260,0:28:02.1,18.0,3394,2:11,0,"Rest",2,58,0:03:10.5,693,1682.1,3394,3.81,37.80067825,-122.26093293,
261,0:28:05.5,17.5,3407,2:06,0,"Rest",2,59,0:03:13.9,707,1685.5,3407,3.95,37.80055236,-122.26094819,
262,0:28:08.9,17.5,3419,2:21,0,"Rest",2,60,0:03:17.2,718,1688.9,3419,3.54,37.80044937,-122.26094819,
263,0:28:12.2,18.0,3430,2:21,0,"Rest",2,61,0:03:20.5,730,1692.2,3430,3.52,37.80034637,-122.26094056,
264,0:28:15.5,18.0,3443,2:18,0,"Rest",2,62,0:03:23.9,742,1695.5,3443,3.61,37.80023574,-122.26094056,
265,0:28:18.9,18.0,3455,2:18,0,"Rest",2,63,0:03:27.2,754,1698.9,3455,3.62,37.80012893,-122.26094056,
266,0:28:22.2,18.0,3470,2:03,0,"Rest",2,64,0:03:30.6,769,1702.2,3470,4.05,37.80001068,-122.26084137,
267,0:28:25.6,18.0,3483,2:08,0,"Rest",2,65,0:03:33.9,782,1705.6,3483,3.90,37.79990768,-122.26076508,
268,0:28:29.0,18.0,3494,2:19,0,"Rest",2,66,0:03:37.3,794,1709.0,3494,3.59,37.79983139,-122.26068116,
269,0:28:32.3,17.5,3507,2:13,0,"Rest",2,67,0:03:40.7,807,1712.3,3507,3.75,37.79975509,-122.26056672,
270,0:28:35.7,18.0,3517,2:42,0,"Rest",2,68,0:03:44.0,816,1715.7,3517,3.08,37.79970550,-122.26048279,
271,0:28:39.0,18.0,3526,2:52,0,"Rest",2,69,0:03:47.4,826,1719.0,3526,2.89,37.79969406,-122.26036835,
272,0:28:42.3,18.0,3539,2:28,0,"Rest",2,70,0:03:50.7,838,1722.3,3539,3.36,37.79967880,-122.26023102,
273,0:28:45.7,18.0,3552,2:18,0,"Rest",2,71,0:03:54.0,851,1725.7,3552,3.60,37.79965591,-122.26008606,
274,0:28:49.0,18.0,3565,2:17,0,"Rest",2,72,0:03:57.3,864,1729.0,3565,3.65,37.79963302,-122.25994111,
275,0:28:52.3,18.0,3578,2:16,0,"Rest",2,73,0:04:00.7,877,1732.3,3578,3.66,37.79962921,-122.25979615,
276,0:28:55.7,18.0,3590,2:23,0,"Rest",2,74,0:04:04.0,889,1735.7,3590,3.49,37.79964447,-122.25965119,
277,0:28:59.0,18.0,3599,2:46,0,"Rest",2,75,0:04:07.3,899,1739.0,3599,3.00,37.79968261,-122.25955964,
278,0:29:02.3,18.0,3611,2:36,0,"Rest",2,76,0:04:10.7,910,1742.3,3611,3.19,37.79973220,-122.25944520,
279,0:29:05.5,18.5,3623,2:23,0,"Rest",2,77,0:04:13.8,922,1745.5,3623,3.49,37.79979705,-122.25933075,
280,0:29:08.9,18.5,3636,2:16,0,"Rest",2,78,0:04:17.2,935,1748.9,3636,3.65,37.79986572,-122.25920868,
281,0:29:12.1,18.5,3652,1:58,0,"Rest",2,79,0:04:20.4,951,1752.1,3652,4.23,37.79997253,-122.25908661,
282,0:29:15.4,18.5,3668,1:55,0,"Rest",2,80,0:04:23.7,967,1755.4,3668,4.34,37.80006790,-122.25895691,
283,0:29:18.6,18.5,3681,2:02,0,"Rest",2,81,0:04:27.0,981,1758.6,3681,4.08,37.80014038,-122.25882721,
284,0:29:21.5,21.0,3689,2:30,0,"Rest",2,82,0:04:29.9,989,1761.5,3689,3.33,37.80018615,-122.25875855,
285,0:29:23.8,26.5,3696,2:37,0,"Piece",3,1,0:00:02.2,7,1763.8,3696,3.18,37.80022430,-122.25869751,
286,0:29:25.9,28.5,3702,2:40,0,"Piece",3,2,0:00:04.3,13,1765.9,3702,3.12,37.80025482,-122.25864411,
287,0:29:28.0,29.0,3710,2:18,0,"Piece",3,3,0:00:06.4,20,1768.0,3710,3.61,37.80028915,-122.25856782,
288,0:29:29.9,30.5,3719,1:53,0,"Piece",3,4,0:00:08.3,30,1769.9,3719,4.42,37.80033111,-122.25846863,
289,0:29:31.8,31.0,3730,1:42,0,"Piece",3,5,0:00:10.2,40,1771.8,3730,4.89,37.80037689,-122.25836945,
290,0:29:33.7,31.5,3742,1:31,0,"Piece",3,6,0:00:12.1,52,1773.7,3742,5.47,37.80043411,-122.25824738,
291,0:29:35.6,31.5,3753,1:30,0,"Piece",3,7,0:00:14.0,63,1775.6,3753,5.51,37.80048370,-122.25814820,
292,0:29:37.6,31.0,3764,1:30,0,"Piece",3,8,0:00:16.0,74,1777.6,3764,5.54,37.80053710,-122.25804139,
293,0:29:39.5,31.0,3775,1:28,0,"Piece",3,9,0:00:17.9,86,1779.5,3775,5.67,37.80059051,-122.25792695,
294,0:29:41.4,31.5,3786,1:28,0,"Piece",3,10,0:00:19.8,97,1781.4,3786,5.64,37.80064010,-122.25782013,
295,0:29:43.3,31.0,3796,1:33,0,"Piece",3,11,0:00:21.8,107,1783.3,3796,5.35,37.80068588,-122.25772095,
296,0:29:45.3,31.0,3806,1:34,0,"Piece",3,12,0:00:23.7,117,1785.3,3806,5.27,37.80072784,-122.25762177,
297,0:29:47.2,31.0,3816,1:35,0,"Piece",3,13,0:00:25.6,127,1787.2,3816,5.24,37.80076980,-122.25752259,
298,0:29:49.1,31.5,3826,1:34,0,"Piece",3,14,0:00:27.5,137,1789.1,3826,5.29,37.80080795,-122.25742341,
299,0:29:51.3,27.5,3838,1:32,0,"Piece",3,15,0:00:29.7,149,1791.3,3838,5.39,37.80085754,-122.25730134,
300,0:29:54.0,22.5,3853,1:32,0,"Piece",3,16,0:00:32.4,163,1794.0,3853,5.40,37.80091476,-122.25714875,
301,0:29:56.8,22.5,3867,1:36,0,"Piece",3,17,0:00:35.2,177,1796.8,3867,5.18,37.80096817,-122.25700379,
302,0:29:59.8,20.0,3878,1:58,0,"Rest",3,0,0:00:03.0,11,1799.8,3878,4.23,37.80101013,-122.25688935,
303,0:30:03.0,19.5,3888,2:15,0,"Rest",3,1,0:00:06.2,21,1803.0,3888,3.69,37.80103302,-122.25678254,
304,0:30:06.2,18.5,3899,2:18,0,"Rest",3,2,0:00:09.4,32,1806.2,3899,3.60,37.80106353,-122.25666047,
305,0:30:09.6,18.5,3909,2:27,0,"Rest",3,3,0:00:12.8,42,1809.6,3909,3.39,37.80108642,-122.25654603,
305,0:30:15.6,0.0,3926,2:39,0,"Rest",3,4,0:00:18.8,59,1815.6,3926,3.14,37.80112838,-122.25636292,
305,0:34:10.4,0.0,4082,0:00,0,"Rest",3,4,0:04:13.6,215,2050.4,4082,0.72,37.80074310,-122.25626374,
306,0:34:12.2,33.5,4082,0:00,0,"Piece",4,1,0:00:01.7,0,2052.2,4082,0.00,37.80073928,-122.25626374,
307,0:34:13.7,40.5,4082,0:00,0,"Piece",4,2,0:00:03.2,0,2053.7,4082,0.00,37.80073928,-122.25626374,
308,0:34:15.2,38.5,4083,0:00,0,"Piece",4,3,0:00:04.8,1,2055.2,4083,0.72,37.80075073,-122.25627137,
