index,index, AverageDriveForce (lbs), Cadence (stokes/min), DriveLength (meters), DriveTime (ms), HRCur (bpm), Horizontal (meters), PeakDriveForce (lbs), Power (watts), Stroke500mPace (sec/500m), StrokeDistance (meters), StrokeRecoveryTime (ms), longitude,TimeStamp (sec), ElapsedTime (sec), DragFactor, AverageBoatSpeed (m/s), AverageDriveForce (N), PeakDriveForce (N), lapIdx, Calories (kCal), WorkoutState, Stroke Number,driveenergy,hr_ut2,hr_ut1,hr_at,hr_tr,hr_an,hr_max,lim_ut2,lim_ut1,lim_at,lim_tr,lim_an,lim_max,cum_dist,pw_ut2,pw_ut1,pw_at,pw_tr,pw_an,pw_max,limpw_ut2,limpw_ut1,limpw_at,limpw_tr,limpw_an
52,52,0.0,18.0,0.0,0.0,116.0,133.36397098835977,0.0,0.0,174.0585057861314,9.300312747515878,0.0,16.511884,1458984859.0,54.0,0.0,2.8725973358311965,0.0,0.0,0,1.0,4.0,19,0.0,116.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,133.36397098835977,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
53,53,0.0,18.0,0.0,0.0,116.0,136.59050140018255,0.0,0.0,175.5406059425563,9.801900352717588,0.0,16.511848,1458984860.0,55.0,0.0,2.848343819455764,0.0,0.0,0,1.0,4.0,19,0.0,116.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,136.59050140018255,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
54,54,0.0,18.0,0.0,0.0,116.0,139.15277224692912,0.0,0.0,166.26873600913223,9.612885340499863,0.0,16.511817,1458984861.0,56.0,0.0,3.0071798944363044,0.0,0.0,0,1.0,4.0,20,0.0,116.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,139.15277224692912,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
55,55,0.0,19.0,0.0,0.0,116.0,142.07194054154357,0.0,0.0,169.64534829155295,9.19051569068899,0.0,16.511783,1458984862.0,57.0,0.0,2.9473251405673597,0.0,0.0,0,1.0,4.0,20,0.0,116.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,142.07194054154357,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
56,56,0.0,19.0,0.0,0.0,116.0,145.29846915223663,0.0,0.0,175.47399363658894,9.52366376316725,0.0,16.511747,1458984863.0,58.0,0.0,2.849425089369725,0.0,0.0,0,1.0,4.0,20,0.0,116.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,145.29846915223663,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
57,57,0.0,19.0,0.0,0.0,116.0,148.1005966911966,0.0,0.0,167.5944890277823,9.382605516981236,0.0,16.511716,1458984864.0,59.0,0.0,2.983391655062802,0.0,0.0,0,1.0,4.0,21,0.0,116.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,148.1005966911966,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
58,58,0.0,19.0,0.0,0.0,116.0,150.8376268470312,0.0,0.0,168.28453094008626,8.996273070100035,0.0,16.511684,1458984865.0,60.0,0.0,2.9711584137107243,0.0,0.0,0,1.0,4.0,21,0.0,116.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,150.8376268470312,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
59,59,0.0,19.0,0.0,0.0,118.0,154.06973052224313,0.0,0.0,175.51127629382813,9.146778979211875,0.0,16.511645,1458984866.0,61.0,0.0,2.8488198055316776,0.0,0.0,0,1.0,4.0,21,0.0,118.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,154.06973052224313,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
60,60,0.0,19.0,0.0,0.0,118.0,156.9277326100972,0.0,0.0,172.62332150034098,9.323461940534724,0.0,16.511612,1458984867.0,62.0,0.0,2.8964800100837613,0.0,0.0,0,1.0,4.0,22,0.0,118.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,156.9277326100972,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
61,61,0.0,19.0,0.0,0.0,118.0,159.54256817989503,0.0,0.0,171.1933583240491,8.906329037576244,0.0,16.511582,1458984868.0,63.0,0.0,2.920674054734987,0.0,0.0,0,1.0,4.0,22,0.0,118.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,159.54256817989503,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
62,62,0.0,18.0,0.0,0.0,124.0,162.5829967416154,0.0,0.0,181.06022815620116,9.335201941199267,0.0,16.511547,1458984869.0,64.0,0.0,2.7615120398978434,0.0,0.0,0,1.0,4.0,22,0.0,124.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,162.5829967416154,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
63,63,0.0,18.0,0.0,0.0,124.0,165.44099712070616,0.0,0.0,174.8196931592533,9.590923177397409,0.0,16.511514,1458984870.0,65.0,0.0,2.860089678481024,0.0,0.0,0,1.0,4.0,22,0.0,124.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,165.44099712070616,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
64,64,0.0,18.0,0.0,0.0,124.0,167.87729072173238,0.0,0.0,171.86374234297014,9.050972808564076,0.0,16.511487,1458984871.0,66.0,0.0,2.9092814643952263,0.0,0.0,0,1.0,4.0,23,0.0,124.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,167.87729072173238,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
65,65,0.0,18.0,0.0,0.0,125.0,171.22818100250234,0.0,0.0,184.1422686730048,9.21421012594824,0.0,16.51145,1458984872.0,67.0,0.0,2.7152918425692225,0.0,0.0,0,1.0,4.0,23,0.0,125.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,171.22818100250234,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
66,66,0.0,18.0,0.0,0.0,125.0,174.08897550187118,0.0,0.0,180.88003680024053,9.701989953726851,0.0,16.511418,1458984873.0,68.0,0.0,2.764263037784472,0.0,0.0,0,1.0,4.0,23,0.0,125.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,174.08897550187118,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
67,67,0.0,18.0,0.0,0.0,125.0,176.15945595446152,0.0,0.0,171.78606395345165,9.050145328849194,0.0,16.511395,1458984874.0,69.0,0.0,2.910596986118056,0.0,0.0,0,1.0,4.0,24,0.0,125.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,176.15945595446152,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
68,68,0.0,18.0,0.0,0.0,127.0,179.26231230962853,0.0,0.0,184.15910530782585,9.007869580712931,0.0,16.51136,1458984875.0,70.0,0.0,2.715043598654758,0.0,0.0,0,1.0,4.0,24,0.0,127.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,179.26231230962853,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
69,69,0.0,18.0,0.0,0.0,127.0,182.43027565232265,0.0,0.0,185.0234011197526,9.784605222685478,0.0,16.511325,1458984876.0,71.0,0.0,2.7023608742138796,0.0,0.0,0,1.0,4.0,24,0.0,127.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,182.43027565232265,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
70,70,0.0,18.0,0.0,0.0,127.0,184.8033989957761,0.0,0.0,170.33560667348357,9.584113705572742,0.0,16.511297,1458984877.0,72.0,0.0,2.9353815668056433,0.0,0.0,0,1.0,4.0,25,0.0,127.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,184.8033989957761,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
71,71,0.0,18.0,0.0,0.0,129.0,187.60077987294056,0.0,0.0,173.89888286671444,9.29703730795664,0.0,16.511265,1458984878.0,73.0,0.0,2.8752341116718223,0.0,0.0,0,1.0,4.0,25,0.0,129.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,187.60077987294056,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
72,72,0.0,18.0,0.0,0.0,129.0,190.8363637884897,0.0,0.0,179.2685789525972,9.783523030631931,0.0,16.51123,1458984879.0,74.0,0.0,2.789111192386992,0.0,0.0,0,1.0,4.0,25,0.0,129.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,190.8363637884897,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
73,73,0.0,18.0,0.0,0.0,129.0,193.63848286798765,0.0,0.0,170.35444813165773,9.609933688754923,0.0,16.511199,1458984880.0,75.0,0.0,2.9350569091895804,0.0,0.0,0,1.0,4.0,25,0.0,129.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,193.63848286798765,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
74,74,0.0,18.0,0.0,0.0,129.0,196.37583161425763,0.0,0.0,171.75231213103544,9.149816571371373,0.0,16.511168,1458984881.0,76.0,0.0,2.9111689606747984,0.0,0.0,0,1.0,4.0,26,0.0,129.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,196.37583161425763,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
75,75,0.0,19.0,0.0,0.0,129.0,199.478683541724,0.0,0.0,178.48115922439615,9.204040326945462,0.0,16.511133,1458984882.0,77.0,0.0,2.8014161392316654,0.0,0.0,0,1.0,4.0,26,0.0,129.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,199.478683541724,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
76,76,0.0,19.0,0.0,0.0,129.0,202.15662467631452,0.0,0.0,175.45573256913104,9.185954106739525,0.0,16.511103,1458984883.0,78.0,0.0,2.849721651602325,0.0,0.0,0,1.0,4.0,26,0.0,129.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,202.15662467631452,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
77,77,0.0,19.0,0.0,0.0,129.0,204.84344448464805,0.0,0.0,173.94878105222983,8.743419922255557,0.0,16.511074,1458984884.0,79.0,0.0,2.874409334606778,0.0,0.0,0,1.0,4.0,27,0.0,129.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,204.84344448464805,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
78,78,0.0,19.0,0.0,0.0,129.0,207.8870911259993,0.0,0.0,180.58693079603668,9.052902938435684,0.0,16.51104,1458984885.0,80.0,0.0,2.768749642047593,0.0,0.0,0,1.0,4.0,27,0.0,129.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,207.8870911259993,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
79,79,0.0,19.0,0.0,0.0,129.0,210.7478782872915,0.0,0.0,174.4133764780969,9.088466142805691,0.0,16.511008,1458984886.0,81.0,0.0,2.8667525971713,0.0,0.0,0,1.0,4.0,27,0.0,129.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,210.7478782872915,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
80,80,0.0,19.0,0.0,0.0,129.0,213.322431751962,0.0,0.0,173.7308962382972,8.548895115918818,0.0,16.510981,1458984887.0,82.0,0.0,2.8780142785551357,0.0,0.0,0,1.0,4.0,28,0.0,129.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,213.322431751962,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
81,81,0.0,19.0,0.0,0.0,129.0,216.49038766217103,0.0,0.0,184.69607440625973,8.821828247622847,0.0,16.510946,1458984888.0,83.0,0.0,2.7071501200409593,0.0,0.0,0,1.0,4.0,28,0.0,129.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,216.49038766217103,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
82,82,0.0,19.0,0.0,0.0,129.0,219.2335158774237,0.0,0.0,178.98187587663818,9.307763490900935,0.0,16.510913,1458984889.0,84.0,0.0,2.7935789450805677,0.0,0.0,0,1.0,4.0,28,0.0,129.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,219.2335158774237,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
83,83,0.0,19.0,0.0,0.0,129.0,221.42284172620407,0.0,0.0,171.68802901054946,8.889025863107827,0.0,16.510888,1458984890.0,85.0,0.0,2.91225895527799,0.0,0.0,0,1.0,4.0,29,0.0,129.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,221.42284172620407,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
84,84,0.0,18.0,0.0,0.0,128.0,224.7157730126944,0.0,0.0,181.60087077902023,9.183465651366747,0.0,16.510852,1458984891.0,86.0,0.0,2.7532907626220666,0.0,0.0,0,1.0,4.0,29,0.0,128.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,224.7157730126944,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
85,85,0.0,18.0,0.0,0.0,128.0,227.883726528352,0.0,0.0,177.76212426601538,9.95173919866886,0.0,16.510817,1458984892.0,87.0,0.0,2.812747665254978,0.0,0.0,0,1.0,4.0,29,0.0,128.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,227.883726528352,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
86,86,0.0,18.0,0.0,0.0,128.0,230.25684147528145,0.0,0.0,165.55281660005556,9.61520671646711,0.0,16.510789,1458984893.0,88.0,0.0,3.020184194195293,0.0,0.0,0,1.0,4.0,30,0.0,128.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,230.25684147528145,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
87,87,0.0,18.0,0.0,0.0,126.0,233.29725420369863,0.0,0.0,173.33654031715355,9.449335439969976,0.0,16.510754,1458984894.0,89.0,0.0,2.884562014940133,0.0,0.0,0,1.0,4.0,30,0.0,126.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,233.29725420369863,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
88,88,0.0,18.0,0.0,0.0,126.0,236.52376269718056,0.0,0.0,176.37924669461856,9.975661734153135,0.0,16.510718,1458984895.0,90.0,0.0,2.8348006319909933,0.0,0.0,0,1.0,4.0,30,0.0,126.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,236.52376269718056,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
89,89,0.0,18.0,0.0,0.0,126.0,239.13858308739503,0.0,0.0,167.0732940914175,9.816792440560969,0.0,16.510688,1458984896.0,91.0,0.0,2.992698520245941,0.0,0.0,0,1.0,4.0,30,0.0,126.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,239.13858308739503,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
90,90,0.0,18.0,0.0,0.0,126.0,242.0577296883069,0.0,0.0,169.77711169488956,9.530698815341648,0.0,16.510654,1458984897.0,92.0,0.0,2.94503773216829,0.0,0.0,0,1.0,4.0,31,0.0,126.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,242.0577296883069,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
91,91,0.0,18.0,0.0,0.0,126.0,245.2203340765111,0.0,0.0,174.8735007745517,9.896039743541513,0.0,16.510618,1458984898.0,93.0,0.0,2.8592096446024944,0.0,0.0,0,1.0,4.0,31,0.0,126.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,245.2203340765111,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
92,92,0.0,18.0,0.0,0.0,126.0,248.0224428645401,0.0,0.0,168.41753972889904,9.642516318000984,0.0,16.510587,1458984899.0,94.0,0.0,2.9688119230624537,0.0,0.0,0,1.0,4.0,31,0.0,126.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,248.0224428645401,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
93,93,0.0,18.0,0.0,0.0,126.0,250.81981092019305,0.0,0.0,171.17633768345698,9.223981457926,0.0,16.510555,1458984900.0,95.0,0.0,2.920964467206974,0.0,0.0,0,1.0,4.0,32,0.0,126.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,250.81981092019305,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
94,94,0.0,19.0,0.0,0.0,125.0,253.9826427027073,0.0,0.0,177.08088331602315,9.468711631357772,0.0,16.510518,1458984901.0,96.0,0.0,2.823568476941054,0.0,0.0,0,1.0,4.0,32,0.0,125.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,253.9826427027073,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
95,95,0.0,19.0,0.0,0.0,125.0,256.6625520243418,0.0,0.0,170.5203755847656,9.486421639608963,0.0,16.510486,1458984902.0,97.0,0.0,2.9322009072836592,0.0,0.0,0,1.0,4.0,32,0.0,125.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,256.6625520243418,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
96,96,0.0,19.0,0.0,0.0,125.0,259.3381764612164,0.0,0.0,168.4130570831635,8.914071882628479,0.0,16.510455,1458984903.0,98.0,0.0,2.968890943848235,0.0,0.0,0,1.0,4.0,33,0.0,125.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,259.3381764612164,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
97,97,0.0,19.0,0.0,0.0,126.0,262.6834474009584,0.0,0.0,177.12975497741567,9.18118383688748,0.0,16.510417,1458984904.0,99.0,0.0,2.822789429499018,0.0,0.0,0,1.0,4.0,33,0.0,126.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,262.6834474009584,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
98,98,0.0,19.0,0.0,0.0,126.0,265.66426563943423,0.0,0.0,171.97644622660474,9.723899681769543,0.0,16.510382,1458984905.0,100.0,0.0,2.907374881681036,0.0,0.0,0,1.0,4.0,33,0.0,126.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,265.66426563943423,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
99,99,0.0,19.0,0.0,0.0,126.0,268.09658985020246,0.0,0.0,166.39957119638896,9.41461577456709,0.0,16.510354,1458984906.0,101.0,0.0,3.0048154355511376,0.0,0.0,0,1.0,4.0,34,0.0,126.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,268.09658985020246,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
100,100,0.0,17.0,0.0,0.0,127.0,271.19942643274703,0.0,0.0,175.63837814850996,9.509948867014442,0.0,16.510319,1458984907.0,102.0,0.0,2.846758238550962,0.0,0.0,0,1.0,4.0,34,0.0,127.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,271.19942643274703,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
101,101,0.0,17.0,0.0,0.0,127.0,274.3622536389721,0.0,0.0,177.87168053957657,10.206164983728648,0.0,16.510282,1458984908.0,103.0,0.0,2.811015213232607,0.0,0.0,0,1.0,4.0,34,0.0,127.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,274.3622536389721,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
102,102,0.0,17.0,0.0,0.0,127.0,276.91723859371325,0.0,0.0,169.0863131801205,10.27216549962072,0.0,16.510252,1458984909.0,104.0,0.0,2.957069620811775,0.0,0.0,0,1.0,4.0,34,0.0,127.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,276.91723859371325,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
103,103,0.0,17.0,0.0,0.0,125.0,279.7193417055973,0.0,0.0,171.7949231267837,9.947013135718205,0.0,16.510221,1458984910.0,105.0,0.0,2.910446891559204,0.0,0.0,0,1.0,4.0,35,0.0,125.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,279.7193417055973,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
104,104,0.0,17.0,0.0,0.0,125.0,282.88193795426133,0.0,0.0,177.41063154085444,10.204719887297344,0.0,16.510185,1458984911.0,106.0,0.0,2.8183203884534906,0.0,0.0,0,1.0,4.0,35,0.0,125.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,282.88193795426133,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
105,105,0.0,17.0,0.0,0.0,125.0,285.75166089054306,0.0,0.0,172.93035985726726,9.91808536177372,0.0,16.510154,1458984912.0,107.0,0.0,2.8913373014009136,0.0,0.0,0,1.0,4.0,35,0.0,125.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,285.75166089054306,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
106,106,0.0,17.0,0.0,0.0,125.0,288.4538555812396,0.0,0.0,174.42865217282616,9.151547732376592,0.0,16.510126,1458984913.0,108.0,0.0,2.866501539578449,0.0,0.0,0,1.0,4.0,36,0.0,125.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,288.4538555812396,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
107,107,0.0,19.0,0.0,0.0,126.0,291.3739251007179,0.0,0.0,185.3101904305764,8.393275594688836,0.0,16.510093,1458984914.0,109.0,0.0,2.6981786529830223,0.0,0.0,0,1.0,4.0,36,0.0,126.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,291.3739251007179,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
108,108,0.0,19.0,0.0,0.0,126.0,294.0518494034896,0.0,0.0,197.9741671443868,7.495359640206616,0.0,16.510063,1458984915.0,110.0,0.0,2.5255820353336267,0.0,0.0,0,1.0,4.0,36,0.0,126.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,294.0518494034896,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
109,109,0.0,19.0,0.0,0.0,126.0,296.37283121917653,0.0,0.0,216.9363948937525,6.7571188609663855,0.0,16.510038,1458984916.0,111.0,0.0,2.304823034626724,0.0,0.0,0,1.0,4.0,36,0.0,126.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,296.37283121917653,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
110,110,0.0,19.0,0.0,0.0,126.0,298.37957106721126,0.0,0.0,241.1259539098777,6.070019209514445,0.0,16.510015,1458984917.0,112.0,0.0,2.0736050677766444,0.0,0.0,0,1.0,4.0,37,0.0,126.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,298.37957106721126,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
111,111,0.0,16.0,0.0,0.0,126.0,299.9779707543733,0.0,0.0,276.88367985172044,5.516255097098969,0.0,16.509995,1458984918.0,113.0,0.0,1.805812463442284,0.0,0.0,0,1.0,4.0,37,0.0,126.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,299.9779707543733,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
112,112,0.0,16.0,0.0,0.0,126.0,301.7419504396012,0.0,0.0,315.48769392443984,5.031579789847162,0.0,16.509975,1458984919.0,114.0,0.0,1.5848478708641844,0.0,0.0,0,1.0,4.0,37,0.0,126.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,301.7419504396012,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
113,113,0.0,16.0,0.0,0.0,126.0,303.08091172070107,0.0,0.0,359.1359616283125,4.7617808571894615,0.0,16.50996,1458984920.0,115.0,0.0,1.3922303902205,0.0,0.0,0,1.0,4.0,38,0.0,126.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,303.08091172070107,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
114,114,0.0,16.0,0.0,0.0,126.0,304.2970705734975,0.0,0.0,393.76024563773774,4.124819745045823,0.0,16.509946,1458984921.0,116.0,0.0,1.2698082285838566,0.0,0.0,0,1.0,4.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,304.2970705734975,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
115,115,0.0,16.0,0.0,0.0,126.0,305.3407230183138,0.0,0.0,454.5653182183288,3.764233491841906,0.0,16.509933,1458984922.0,117.0,0.0,1.0999519320122193,0.0,0.0,0,1.0,4.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,305.3407230183138,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
116,116,0.0,16.0,0.0,0.0,126.0,306.3270118972926,0.0,0.0,498.10937713179146,3.369917845117012,0.0,16.509923,1458984923.0,118.0,0.0,1.0037955978245081,0.0,0.0,0,1.0,4.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,306.3270118972926,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
117,117,0.0,16.0,0.0,0.0,126.0,307.24171009966227,0.0,0.0,556.3933858853154,3.7731497090476407,0.0,16.509913,1458984924.0,119.0,0.0,0.8986447586978697,0.0,0.0,0,1.0,4.0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,146,160,167,180,192,307.24171009966227,0.0,0.0,0.0,0.0,0.0,0.0,124.30000000000001,169.5,203.4,237.3,271.2
